"---","congress","chamber","icpsr","state_icpsr","district_code","state_abbrev","party_code","occupancy","last_means","bioname","bioguide_id","born","died","nominate_dim1","nominate_dim2","nominate_log_likelihood","nominate_geo_mean_probability","nominate_number_of_votes","nominate_number_of_errors","conditional","nokken_poole_dim1","nokken_poole_dim2"
NA,104,"House",29577,73,1,"WA",200,0,1,"WHITE, Richard Alan (Rick)","W000391",1953,NA,0.374,-0.446,-229.88813,0.82,1161,104,NA,0.407,-0.539
NA,104,"House",29578,73,2,"WA",200,0,1,"METCALF, Jack","M000669",1927,2007,0.384,-0.169,-318.04087,0.759,1154,135,NA,0.378,-0.252
NA,104,"House",29579,73,3,"WA",200,0,1,"SMITH, Linda","S000587",1950,NA,0.349,0.002,-227.86287,0.819,1140,107,NA,0.43,-0.157
NA,104,"House",29580,73,4,"WA",200,0,1,"HASTINGS, Richard Norman (Doc)","H000329",1941,NA,0.416,0.411,-109.72475,0.91,1161,41,NA,0.46,0.306
NA,104,"House",29581,73,5,"WA",200,0,1,"NETHERCUTT, George R., Jr.","N000051",1944,2024,0.357,0.08,-176.82556,0.858,1158,65,NA,0.364,-0.01
NA,104,"House",29582,73,9,"WA",200,0,1,"TATE, Randy J.","T000048",1965,NA,0.471,-0.076,-163.10654,0.87,1168,70,NA,0.476,-0.117
NA,104,"House",39312,73,8,"WA",200,0,1,"DUNN, Jennifer Blackburn","D000549",1941,2007,0.384,-0.261,-182.42577,0.852,1135,68,NA,0.38,-0.325
NA,104,"House",14448,56,3,"WV",100,0,1,"RAHALL, Nick Joe, II","R000011",1949,NA,-0.306,0.45,-503.68591,0.651,1173,251,NA,-0.294,0.263
NA,104,"House",15077,56,2,"WV",100,0,1,"WISE, Robert Ellsworth, Jr.","W000654",1948,NA,-0.32,0.253,-319.78531,0.756,1142,149,NA,-0.357,0.304
NA,104,"House",15083,56,1,"WV",100,0,1,"MOLLOHAN, Alan Bowlby","M000844",1943,NA,-0.292,0.657,-417.12256,0.689,1121,199,NA,-0.321,0.775
NA,104,"House",12036,25,7,"WI",100,0,1,"OBEY, David Ross","O000007",1938,NA,-0.45,-0.063,-387.55251,0.716,1160,156,NA,-0.365,-0.064
NA,104,"House",14655,25,8,"WI",200,0,1,"ROTH, Toby A.","R000459",1938,NA,0.351,-0.21,-291.72557,0.77,1114,131,NA,0.467,-0.203
NA,104,"House",14657,25,9,"WI",200,0,1,"SENSENBRENNER, Frank James, Jr.","S000244",1943,NA,0.638,-0.579,-351.80324,0.74126,1175,165,NA,0.725,-0.688
NA,104,"House",14675,25,6,"WI",200,0,1,"PETRI, Thomas Evert","P000265",1940,NA,0.379,-0.367,-389.80393,0.716,1166,172,NA,0.545,-0.722
NA,104,"House",14827,25,3,"WI",200,0,1,"GUNDERSON, Steven Craig","G000524",1951,NA,0.203,-0.293,-313.82897,0.755,1117,144,NA,0.22,-0.342
NA,104,"House",15082,25,4,"WI",100,0,1,"KLECZKA, Gerald Daniel","K000259",1943,2017,-0.322,-0.093,-413.07162,0.689,1108,184,NA,-0.266,-0.18
NA,104,"House",29150,25,2,"WI",200,0,1,"KLUG, Scott L.","K000274",1953,NA,0.258,-0.713,-361.21078,0.734,1166,171,NA,0.344,-0.939
NA,104,"House",29583,25,1,"WI",200,0,1,"NEUMANN, Mark W.","N000054",1954,NA,0.667,-0.431,-323.57915,0.755,1152,134,NA,0.702,-0.646
NA,104,"House",39315,25,5,"WI",100,0,1,"BARRETT, Thomas M.","B000177",1953,NA,-0.38,-0.507,-380.39555,0.722,1169,166,NA,-0.324,-0.579
NA,104,"House",29584,68,1,"WY",200,0,1,"CUBIN, Barbara L.","C000962",1946,NA,0.501,0.345,-138.77353,0.883,1112,54,NA,0.512,0.262
NA,104,"Senate",14705,41,0,"AL",100,0,0,"HEFLIN, Howell Thomas","H000445",1921,2005,-0.095,0.995,-274.2514,0.704,781,141,NA,-0.083,0.997
NA,104,"Senate",94659,41,0,"AL",200,0,0,"SHELBY, Richard C.","S000320",1934,NA,0.446,0.57,-171.22223,0.80381,784,72,NA,0.358,0.463
NA,104,"Senate",12109,81,0,"AK",200,0,0,"STEVENS, Theodore Fulton (Ted)","S000888",1923,2010,0.219,-0.5,-167.60439,0.806,777,70,NA,0.234,-0.17
NA,104,"Senate",14907,81,0,"AK",200,0,0,"MURKOWSKI, Frank Hughes","M001085",1933,NA,0.346,-0.275,-118.04501,0.859,779,48,NA,0.373,0.06
NA,104,"Senate",15039,61,0,"AZ",200,0,0,"McCAIN, John Sidney, III","M000303",1936,2018,0.381,-0.626,-239.63904,0.73519,779,100,NA,0.503,-0.864
NA,104,"Senate",15429,61,0,"AZ",200,0,0,"KYL, Jon Llewellyn","K000352",1942,NA,0.548,-0.413,-115.92681,0.86447,796,42,NA,0.628,-0.537
NA,104,"Senate",10791,42,0,"AR",100,0,0,"PRYOR, David Hampton","P000556",1934,2024,-0.322,0.598,-165.6293,0.8,741,66,NA,-0.378,0.534
NA,104,"Senate",14300,42,0,"AR",100,0,0,"BUMPERS, Dale","B001057",1925,2016,-0.362,0.389,-180.16547,0.792,772,83,NA,-0.396,0.389
NA,104,"Senate",15011,71,0,"CA",100,0,0,"BOXER, Barbara","B000711",1940,NA,-0.45,-0.423,-152.04661,0.825,791,66,NA,-0.446,-0.207
NA,104,"Senate",49300,71,0,"CA",100,0,0,"FEINSTEIN, Dianne","F000062",1933,2023,-0.268,-0.184,-290.86916,0.69518,800,143,NA,-0.233,-0.026
NA,104,"Senate",14803,62,0,"CO",200,0,0,"BROWN, George Hanks (Hank)","B000919",1940,NA,0.511,-0.762,-206.47136,0.774,806,96,NA,0.557,-0.831
NA,104,"Senate",15407,62,0,"CO",100,0,0,"CAMPBELL, Ben Nighthorse","C000077",1933,2025,-0.141,0.07,-45.06229,0.569,80,23,NA,-0.174,-0.506
NA,104,"Senate",95407,62,0,"CO",200,0,0,"CAMPBELL, Ben Nighthorse","C000077",1933,2025,0.23,0.132,-281.87659,0.667,697,121,NA,0.152,-0.123
NA,104,"Senate",14213,1,0,"CT",100,0,0,"DODD, Christopher John","D000388",1944,NA,-0.328,-0.317,-231.17906,0.749,801,108,NA,-0.318,-0.064
NA,104,"Senate",15704,1,0,"CT",100,0,0,"LIEBERMAN, Joseph I.","L000304",1942,2024,-0.205,-0.312,-371.20356,0.628,798,178,NA,-0.191,-0.104
NA,104,"Senate",11044,11,0,"DE",200,0,0,"ROTH, William Victor, Jr.","R000460",1921,2003,0.272,-0.39,-244.93279,0.735,795,111,NA,0.268,-0.738
NA,104,"Senate",14101,11,0,"DE",100,0,0,"BIDEN, Joseph Robinette (Joe), Jr.","B000444",1942,NA,-0.314,-0.042,-306.81538,0.676,783,135,NA,-0.266,-0.06
NA,104,"Senate",15037,43,0,"FL",200,0,0,"MACK, Connie, III","M000019",1940,NA,0.466,-0.321,-146.06906,0.826,764,62,NA,0.418,-0.17
NA,104,"Senate",15503,43,0,"FL",100,0,0,"GRAHAM, Daniel Robert (Bob)","G000352",1936,2024,-0.231,-0.012,-287.19929,0.7,804,141,NA,-0.233,0.034
NA,104,"Senate",14108,44,0,"GA",100,0,0,"NUNN, Samuel Augustus","N000171",1938,NA,-0.145,0.754,-321.05839,0.661,775,170,NA,-0.126,0.461
NA,104,"Senate",49301,44,0,"GA",200,0,0,"COVERDELL, Paul","C000813",1939,2000,0.407,-0.003,-84.14974,0.9,802,30,NA,0.428,0.056
NA,104,"Senate",4812,82,0,"HI",100,0,0,"INOUYE, Daniel Ken","I000025",1924,2012,-0.319,0.062,-238.7473,0.732,764,106,NA,-0.296,0.47
NA,104,"Senate",14400,82,0,"HI",100,0,0,"AKAKA, Daniel Kahikina","A000069",1924,2018,-0.419,0.273,-140.1917,0.838,795,55,NA,-0.414,0.232
NA,104,"Senate",14809,63,0,"ID",200,0,0,"CRAIG, Larry Edwin","C000858",1945,NA,0.494,-0.014,-97.04032,0.887,806,34,NA,0.477,0.237
NA,104,"Senate",49302,63,0,"ID",200,0,0,"KEMPTHORNE, Dirk","K000088",1951,NA,0.46,0.155,-98.05759,0.885,801,41,NA,0.468,0.164
NA,104,"Senate",14275,21,0,"IL",100,0,0,"SIMON, Paul Martin","S000423",1928,2003,-0.397,-0.224,-270.61847,0.712,798,111,NA,-0.361,-0.722
NA,104,"Senate",49303,21,0,"IL",100,0,0,"MOSELEY BRAUN, Carol","M001025",1947,NA,-0.335,-0.504,-225.13064,0.754,798,113,NA,-0.342,-0.588
NA,104,"Senate",14506,22,0,"IN",200,0,0,"LUGAR, Richard Green","L000504",1932,2019,0.304,-0.466,-168.16119,0.806,781,67,NA,0.287,-0.483
NA,104,"Senate",14806,22,0,"IN",200,0,0,"COATS, Daniel Ray","C000542",1943,NA,0.375,-0.227,-131.5801,0.847,795,54,NA,0.457,-0.432
NA,104,"Senate",14226,31,0,"IA",200,0,0,"GRASSLEY, Charles Ernest","G000386",1933,NA,0.362,-0.034,-217.51963,0.76347,806,87,NA,0.336,-0.251
NA,104,"Senate",14230,31,0,"IA",100,0,0,"HARKIN, Thomas Richard (Tom)","H000206",1939,NA,-0.351,-0.546,-203.03755,0.777,803,88,NA,-0.356,-0.357
NA,104,"Senate",10513,32,0,"KS",200,0,0,"DOLE, Robert Joseph (Bob)","D000401",1923,2021,0.322,-0.279,-91.26943,0.873,670,32,NA,0.381,-0.015
NA,104,"Senate",14708,32,0,"KS",200,0,0,"KASSEBAUM, Nancy Landon","K000017",1932,NA,0.2,-0.566,-208.43175,0.758,753,94,NA,0.177,-0.664
NA,104,"Senate",49504,32,0,"KS",200,0,0,"FRAHM, Sheila","F000438",1945,NA,0.492,0.04,-17.7766,0.856,114,8,NA,0.49,0.056
NA,104,"Senate",14302,51,0,"KY",100,0,0,"FORD, Wendell Hampton","F000268",1924,2015,-0.277,0.705,-226.35342,0.754,803,107,NA,-0.256,0.876
NA,104,"Senate",14921,51,0,"KY",200,0,0,"MCCONNELL, Addison Mitchell (Mitch)","M000355",1942,NA,0.402,0.017,-121.40626,0.85985,804,44,NA,0.38,0.282
NA,104,"Senate",13056,45,0,"LA",100,0,0,"BREAUX, John Berlinger","B000780",1944,NA,-0.123,0.702,-296.84417,0.69,799,137,NA,-0.21,0.978
NA,104,"Senate",14107,45,0,"LA",100,0,0,"JOHNSTON, John Bennett, Jr.","J000189",1932,NA,-0.192,0.765,-276.8926,0.701,781,136,NA,-0.214,0.977
NA,104,"Senate",14010,2,0,"ME",200,0,0,"COHEN, William Sebastian","C000598",1940,NA,0.1,-0.615,-297.22213,0.686,790,151,NA,0.04,-0.665
NA,104,"Senate",14661,2,0,"ME",200,0,0,"SNOWE, Olympia Jean","S000663",1947,NA,0.091,-0.548,-262.2556,0.722,806,127,NA,0.069,-0.714
NA,104,"Senate",13039,52,0,"MD",100,0,0,"SARBANES, Paul Spyros","S000064",1933,2020,-0.435,-0.221,-142.47182,0.837,801,68,NA,-0.414,-0.18
NA,104,"Senate",14440,52,0,"MD",100,0,0,"MIKULSKI, Barbara Ann","M000702",1936,NA,-0.37,-0.128,-191.98847,0.78,774,92,NA,-0.327,0.033
NA,104,"Senate",10808,3,0,"MA",100,0,0,"KENNEDY, Edward Moore (Ted)","K000105",1932,2009,-0.443,-0.49,-131.0169,0.846,784,51,NA,-0.431,-0.441
NA,104,"Senate",14920,3,0,"MA",100,0,0,"KERRY, John Forbes","K000148",1943,NA,-0.352,-0.382,-173.83227,0.804,799,77,NA,-0.344,-0.384
NA,104,"Senate",14709,23,0,"MI",100,0,0,"LEVIN, Carl","L000261",1934,2021,-0.395,-0.116,-151.58145,0.828,804,62,NA,-0.41,-0.184
NA,104,"Senate",49500,23,0,"MI",200,0,0,"ABRAHAM, Spencer","A000355",1952,NA,0.311,-0.266,-158.77682,0.821,806,65,NA,0.33,-0.302
NA,104,"Senate",29367,33,0,"MN",200,0,0,"GRAMS, Rod","G000367",1948,2013,0.506,-0.195,-101.18306,0.88,794,48,NA,0.522,-0.312
NA,104,"Senate",49101,33,0,"MN",100,0,0,"WELLSTONE, Paul David","W000288",1944,2002,-0.583,-0.672,-162.64552,0.817,804,70,NA,-0.474,-0.66
NA,104,"Senate",14009,46,0,"MS",200,0,0,"COCHRAN, William Thad","C000567",1937,2019,0.287,0.051,-124.87988,0.85327,787,53,NA,0.325,0.248
NA,104,"Senate",14031,46,0,"MS",200,0,0,"LOTT, Chester Trent","L000447",1941,NA,0.39,0.194,-85.88638,0.899,804,28,NA,0.471,0.311
NA,104,"Senate",15501,34,0,"MO",200,0,0,"BOND, Christopher Samuel (Kit)","B000611",1939,2025,0.31,-0.169,-148.30241,0.825,772,59,NA,0.291,-0.124
NA,104,"Senate",49501,34,0,"MO",200,0,0,"ASHCROFT, John David","A000356",1942,NA,0.536,-0.181,-101.66077,0.88,794,43,NA,0.538,-0.274
NA,104,"Senate",14203,64,0,"MT",100,0,0,"BAUCUS, Max Sieben","B000243",1941,NA,-0.212,0.017,-396.90448,0.609,800,201,NA,-0.164,0.011
NA,104,"Senate",15701,64,0,"MT",200,0,0,"BURNS, Conrad","B001126",1935,2016,0.361,0.222,-115.15532,0.867,806,51,NA,0.351,0.21
NA,104,"Senate",14704,35,0,"NE",100,0,0,"EXON, J. James","E000284",1921,2005,-0.214,0.868,-304.31121,0.679,785,153,NA,-0.199,0.444
NA,104,"Senate",15702,35,0,"NE",100,0,0,"KERREY, J. Robert","K000146",1943,NA,-0.223,-0.055,-323.33571,0.663,786,152,NA,-0.229,-0.068
NA,104,"Senate",15054,65,0,"NV",100,0,0,"REID, Harry","R000146",1939,2021,-0.276,0.258,-328.02254,0.664,800,179,NA,-0.221,0.35
NA,104,"Senate",15700,65,0,"NV",100,0,0,"BRYAN, Richard H","B000993",1937,NA,-0.241,0.176,-291.37028,0.696,804,149,NA,-0.252,0.245
NA,104,"Senate",14826,4,0,"NH",200,0,0,"GREGG, Judd Alan","G000445",1947,NA,0.429,-0.737,-166.48697,0.81,792,66,NA,0.395,-0.714
NA,104,"Senate",15116,4,0,"NH",200,0,0,"SMITH, Robert C.","S000606",1941,NA,0.623,-0.468,-128.04234,0.852,799,51,NA,0.631,-0.305
NA,104,"Senate",14702,12,0,"NJ",100,0,0,"BRADLEY, William Warren (Bill)","B001225",1943,NA,-0.313,-0.568,-201.81216,0.76,736,86,NA,-0.335,-0.653
NA,104,"Senate",14914,12,0,"NJ",100,0,0,"LAUTENBERG, Frank Raleigh","L000123",1924,2013,-0.382,-0.579,-167.24437,0.811,799,65,NA,-0.391,-0.505
NA,104,"Senate",14103,66,0,"NM",200,0,0,"DOMENICI, Pete Vichi","D000407",1932,2017,0.257,-0.247,-132.17376,0.845,787,53,NA,0.266,-0.198
NA,104,"Senate",14912,66,0,"NM",100,0,0,"BINGAMAN, Jesse Francis (Jeff), Jr.","B000468",1943,NA,-0.266,0.045,-273.1777,0.711,801,123,NA,-0.269,0.066
NA,104,"Senate",14508,13,0,"NY",100,0,0,"MOYNIHAN, Daniel Patrick","M001054",1927,2003,-0.301,-0.414,-265.09491,0.712,782,120,NA,-0.333,-0.585
NA,104,"Senate",14900,13,0,"NY",200,0,0,"D'AMATO, Alfonse Marcello","D000018",1937,NA,0.182,-0.337,-186.97983,0.79,795,89,NA,0.229,-0.201
NA,104,"Senate",14105,47,0,"NC",200,0,0,"HELMS, Jesse","H000463",1921,2008,0.631,0.776,-91.46646,0.888,772,37,NA,0.658,0.698
NA,104,"Senate",49304,47,0,"NC",200,0,0,"FAIRCLOTH, Duncan McLauchlin (Lauch)","F000437",1928,2023,0.709,0.5,-108.39088,0.87,779,43,NA,0.714,0.347
NA,104,"Senate",14812,36,0,"ND",100,0,0,"DORGAN, Byron Leslie","D000432",1942,NA,-0.267,0.09,-250.54573,0.731,798,110,NA,-0.337,0.416
NA,104,"Senate",15502,36,0,"ND",100,0,0,"CONRAD, Kent","C000705",1948,NA,-0.296,0.582,-212.93979,0.764,792,98,NA,-0.347,0.624
NA,104,"Senate",14304,24,0,"OH",100,0,0,"GLENN, John Herschel, Jr.","G000236",1921,2016,-0.262,-0.067,-246.57939,0.734,798,106,NA,-0.303,-0.112
NA,104,"Senate",15020,24,0,"OH",200,0,0,"DeWINE, Michael","D000294",1947,NA,0.289,-0.418,-190.2834,0.789,805,84,NA,0.241,-0.395
NA,104,"Senate",14908,53,0,"OK",200,0,0,"NICKLES, Donald Lee","N000102",1948,NA,0.52,0.111,-101.84305,0.881,802,48,NA,0.544,-0.178
NA,104,"Senate",15424,53,0,"OK",200,0,0,"INHOFE, James Mountain","I000024",1934,2024,0.552,0.045,-72.565,0.91234,791,33,NA,0.585,-0.069
NA,104,"Senate",11203,72,0,"OR",200,0,0,"HATFIELD, Mark Odom","H000343",1922,2011,0.056,-0.773,-348.88261,0.627,747,189,NA,0.104,-0.902
NA,104,"Senate",12107,72,0,"OR",200,0,0,"PACKWOOD, Robert William","P000009",1932,NA,0.135,-0.78,-147.05144,0.707,424,72,NA,0.189,-0.825
NA,104,"Senate",14871,72,0,"OR",100,0,0,"WYDEN, Ronald Lee","W000779",1949,NA,-0.335,-0.486,-67.12359,0.76857,255,27,NA,-0.361,-0.279
NA,104,"Senate",14910,14,0,"PA",200,0,0,"SPECTER, Arlen","S000709",1930,2012,0.068,-0.627,-334.94807,0.656,794,158,NA,0.03,-0.652
NA,104,"Senate",29141,14,0,"PA",200,0,0,"SANTORUM, Richard John (Rick)","S000059",1958,NA,0.338,-0.234,-135.29295,0.844,798,56,NA,0.342,-0.371
NA,104,"Senate",10818,5,0,"RI",100,0,0,"PELL, Claiborne de Borda","P000193",1918,2009,-0.332,-0.326,-224.56308,0.751,785,93,NA,-0.35,-0.491
NA,104,"Senate",14500,5,0,"RI",200,0,0,"CHAFEE, John Hubbard","C000269",1922,1999,0.084,-0.996,-258.70091,0.724,801,105,NA,0.091,-0.996
NA,104,"Senate",9369,48,0,"SC",200,0,0,"THURMOND, James Strom","T000254",1902,2003,0.391,0.227,-87.67581,0.897,804,29,NA,0.405,0.23
NA,104,"Senate",11204,48,0,"SC",100,0,0,"HOLLINGS, Ernest Frederick (Fritz)","H000725",1922,2019,-0.293,0.925,-325.27098,0.663,791,170,NA,-0.245,0.815
NA,104,"Senate",14268,37,0,"SD",200,0,0,"PRESSLER, Larry Lee","P000513",1942,NA,0.213,-0.259,-176.11757,0.803,805,66,NA,0.327,-0.003
NA,104,"Senate",14617,37,0,"SD",100,0,0,"DASCHLE, Thomas Andrew","D000064",1947,NA,-0.303,0.114,-176.64904,0.803,804,66,NA,-0.381,0.359
NA,104,"Senate",49502,54,0,"TN",200,0,0,"FRIST, William H.","F000439",1952,NA,0.366,-0.222,-108.92888,0.873,799,42,NA,0.338,-0.186
NA,104,"Senate",49503,54,0,"TN",200,0,0,"THOMPSON, Fred Dalton","T000457",1942,2015,0.403,-0.678,-174.67395,0.804,799,68,NA,0.392,-0.706
NA,104,"Senate",14628,49,0,"TX",200,0,0,"GRAMM, William Philip (Phil)","G000365",1942,NA,0.551,-0.108,-100.07928,0.872,731,38,NA,0.581,-0.036
NA,104,"Senate",49306,49,0,"TX",200,0,0,"HUTCHISON, Kathryn Ann Bailey (Kay)","H001016",1943,NA,0.356,0.012,-113.61747,0.868,800,37,NA,0.413,-0.038
NA,104,"Senate",14503,67,0,"UT",200,0,0,"HATCH, Orrin Grant","H000338",1934,2022,0.382,-0.004,-142.89069,0.83605,798,55,NA,0.346,0.009
NA,104,"Senate",49307,67,0,"UT",200,0,0,"BENNETT, Robert Foster (Bob)","B000382",1933,2016,0.331,-0.11,-127.17533,0.85,783,49,NA,0.325,-0.045
NA,104,"Senate",14240,6,0,"VT",200,0,0,"JEFFORDS, James Merrill","J000072",1934,2014,0.014,-0.687,-344.52944,0.647,792,168,NA,-0.005,-0.747
NA,104,"Senate",14307,6,0,"VT",100,0,0,"LEAHY, Patrick Joseph","L000174",1940,NA,-0.36,-0.121,-192.19295,0.78332,787,84,NA,-0.382,-0.182
NA,104,"Senate",14712,40,0,"VA",200,0,0,"WARNER, John William","W000154",1927,2021,0.262,-0.131,-137.84588,0.841,794,47,NA,0.299,-0.01
NA,104,"Senate",15705,40,0,"VA",100,0,0,"ROBB, Charles Spittal","R000295",1939,NA,-0.2,-0.04,-277.94189,0.707,802,136,NA,-0.201,-0.007
NA,104,"Senate",14904,73,0,"WA",200,0,0,"GORTON, Thomas Slade, III (Slade)","G000333",1928,2020,0.271,-0.652,-220.87337,0.76,804,93,NA,0.268,-0.436
NA,104,"Senate",49308,73,0,"WA",100,0,0,"MURRAY, Patty","M001111",1950,NA,-0.357,-0.313,-163.31913,0.81555,801,69,NA,-0.385,-0.169
NA,104,"Senate",1366,56,0,"WV",100,0,0,"BYRD, Robert Carlyle","B001210",1917,2010,-0.309,0.729,-363.27486,0.637,806,152,NA,-0.319,0.948
NA,104,"Senate",14922,56,0,"WV",100,0,0,"ROCKEFELLER, John Davison (Jay), IV","R000361",1937,NA,-0.326,0.177,-202.15617,0.772,782,92,NA,-0.335,0.21
NA,104,"Senate",15703,25,0,"WI",100,0,0,"KOHL, Herbert H.","K000305",1935,2023,-0.256,-0.406,-263.6326,0.721,805,115,NA,-0.272,-0.608
NA,104,"Senate",49309,25,0,"WI",100,0,0,"FEINGOLD, Russell Dana","F000061",1953,NA,-0.308,-0.951,-250.91289,0.732,805,114,NA,-0.394,-0.919
NA,104,"Senate",14710,68,0,"WY",200,0,0,"SIMPSON, Alan Kooi","S000429",1931,2025,0.322,-0.34,-215.82002,0.758,779,94,NA,0.215,-0.366
NA,104,"Senate",15633,68,0,"WY",200,0,0,"THOMAS, Craig Lyle","T000162",1933,2007,0.446,-0.128,-128.17812,0.851,797,62,NA,0.424,-0.325
NA,105,"House",15090,41,1,"AL",200,0,1,"CALLAHAN, Herbert Leon (Sonny)","C000052",1932,2021,0.373,0.202,-147.85898,0.85,907,58,NA,0.358,0.215
NA,105,"House",29100,41,5,"AL",100,0,1,"CRAMER, Robert E. (Bud), Jr.","C000868",1947,NA,-0.132,0.612,-276.68973,0.744,935,118,NA,-0.123,0.56
NA,105,"House",29300,41,2,"AL",200,0,1,"EVERETT, Robert Terry","E000268",1937,2024,0.414,0.528,-146.55103,0.855,939,52,NA,0.417,0.564
NA,105,"House",29301,41,6,"AL",200,0,1,"BACHUS, Spencer T., III","B000013",1947,NA,0.387,0.228,-214.33865,0.796,939,83,NA,0.361,0.111
NA,105,"House",29302,41,7,"AL",100,0,1,"HILLIARD, Earl Frederick","H000621",1942,NA,-0.555,0.569,-273.44606,0.733,879,121,NA,-0.529,0.386
NA,105,"House",29700,41,3,"AL",200,0,1,"RILEY, Robert","R000258",1944,NA,0.433,0.692,-126.77845,0.866,880,50,NA,0.447,0.579
NA,105,"House",29701,41,4,"AL",200,0,1,"ADERHOLT, Robert","A000055",1965,NA,0.405,0.467,-146.16078,0.85628,942,61,NA,0.406,0.56
NA,105,"House",14066,81,1,"AK",200,0,1,"YOUNG, Donald Edwin","Y000033",1933,2022,0.283,0.022,-194.03671,0.77826,774,85,NA,0.319,0.187
NA,105,"House",14454,61,3,"AZ",200,0,1,"STUMP, Robert Lee","S001044",1927,2003,0.703,0.203,-176.8264,0.829,945,76,NA,0.681,0.308
NA,105,"House",15105,61,5,"AZ",200,0,1,"KOLBE, James Thomas","K000306",1942,2022,0.351,-0.534,-292.15627,0.73,928,130,NA,0.328,-0.627
NA,105,"House",29101,61,2,"AZ",100,0,1,"PASTOR, Ed","P000099",1943,2018,-0.421,0.12,-300.1821,0.727,941,116,NA,-0.368,0.016
NA,105,"House",29500,61,1,"AZ",200,0,1,"SALMON, Matthew James","S000018",1958,NA,0.673,-0.272,-220.20783,0.788,922,91,NA,0.729,-0.299
NA,105,"House",29501,61,4,"AZ",200,0,1,"SHADEGG, John B.","S000275",1949,NA,0.749,0.008,-192.90188,0.813,931,68,NA,0.731,-0.026
NA,105,"House",29502,61,6,"AZ",200,0,1,"HAYWORTH, John D., Jr.","H000413",1958,NA,0.559,-0.018,-161.79662,0.842,944,71,NA,0.52,-0.127
NA,105,"House",29307,42,4,"AR",200,0,1,"DICKEY, Jay W., Jr.","D000312",1939,2017,0.391,0.22,-205.43657,0.8,923,80,NA,0.387,0.129
NA,105,"House",29702,42,1,"AR",100,0,1,"BERRY, Robert Marion","B000420",1942,2023,-0.293,0.956,-367.33058,0.674,931,166,NA,-0.3,0.804
NA,105,"House",29703,42,2,"AR",100,0,1,"SNYDER, Victor F.","S000672",1947,NA,-0.268,0.055,-273.15426,0.748,941,122,NA,-0.279,0.053
NA,105,"House",29704,42,3,"AR",200,0,1,"HUTCHINSON, Asa","H001014",1950,NA,0.358,0.133,-194.43802,0.808,913,85,NA,0.355,0.032
NA,105,"House",10573,71,42,"CA",100,0,1,"BROWN, George Edward, Jr.","B000918",1920,1999,-0.506,-0.028,-255.23315,0.751,892,124,NA,-0.524,0.027
NA,105,"House",13011,71,9,"CA",100,1,1,"DELLUMS, Ronald V.","D000222",1935,2018,-0.644,-0.646,-102.79672,0.809,485,44,NA,-0.561,-0.785
NA,105,"House",14053,71,13,"CA",100,0,1,"STARK, Fortney Hillman (Pete), Jr.","S000810",1931,2020,-0.631,-0.605,-185.09404,0.803,843,93,NA,-0.607,-0.61
NA,105,"House",14256,71,7,"CA",100,0,1,"MILLER, George","M000725",1945,NA,-0.552,-0.398,-197.13848,0.797,869,94,NA,-0.628,-0.321
NA,105,"House",14280,71,29,"CA",100,0,1,"WAXMAN, Henry Arnold","W000215",1939,NA,-0.473,-0.343,-173.01592,0.825,897,79,NA,-0.509,-0.43
NA,105,"House",14620,71,32,"CA",100,0,1,"DIXON, Julian Carey","D000373",1934,2000,-0.458,-0.076,-213.80539,0.784,878,93,NA,-0.388,-0.239
NA,105,"House",14624,71,3,"CA",100,0,1,"FAZIO, Victor Herbert, Jr.","F000053",1942,2022,-0.455,0.36,-284.32455,0.735,923,145,NA,-0.473,0.393
NA,105,"House",14644,71,40,"CA",200,0,1,"LEWIS, Charles Jeremy (Jerry)","L000274",1934,2021,0.348,-0.101,-235.20126,0.774,916,102,NA,0.272,-0.064
NA,105,"House",14649,71,5,"CA",100,0,1,"MATSUI, Robert T.","M000249",1941,2005,-0.404,-0.03,-215.60373,0.793,928,81,NA,-0.361,-0.101
NA,105,"House",14669,71,21,"CA",200,0,1,"THOMAS, William Marshall","T000188",1941,NA,0.371,-0.277,-208.99002,0.799,933,92,NA,0.338,-0.268
NA,105,"House",14813,71,28,"CA",200,0,1,"DREIER, David Timothy","D000492",1952,NA,0.478,-0.084,-184.90673,0.82,934,76,NA,0.423,0.023
NA,105,"House",14835,71,52,"CA",200,0,1,"HUNTER, Duncan Lee","H000981",1948,NA,0.47,0.02,-184.52868,0.814,896,77,NA,0.493,0.275
NA,105,"House",14837,71,12,"CA",100,0,1,"LANTOS, Thomas Peter","L000090",1928,2008,-0.376,-0.033,-179.03264,0.819,895,78,NA,-0.396,-0.195
NA,105,"House",14879,71,31,"CA",100,0,1,"MARTÍNEZ, Matthew G.","M000206",1929,2011,-0.341,0.106,-361.61701,0.66,870,159,NA,-0.42,0.426
NA,105,"House",15005,71,26,"CA",100,0,1,"BERMAN, Howard Lawrence","B000410",1941,NA,-0.404,-0.286,-204.9316,0.786,850,82,NA,-0.363,-0.429
NA,105,"House",15051,71,48,"CA",200,0,1,"PACKARD, Ronald C.","P000005",1931,NA,0.419,0.152,-157.51418,0.844,928,61,NA,0.347,0.185
NA,105,"House",15070,71,34,"CA",100,0,1,"TORRES, Esteban Edward","T000316",1930,2022,-0.487,0.012,-184.7534,0.798,818,74,NA,-0.525,-0.14
NA,105,"House",15413,71,23,"CA",200,0,1,"GALLEGLY, Elton W.","G000021",1944,NA,0.402,-0.1,-164.68308,0.836,919,64,NA,0.315,0.012
